area_sqft,bedrooms,bathrooms,swimming_pool,parking_space,furnished,furniture_available,locality_score,access_main_road,shopping_complex,local_market,previous_price,price,future_trend
3873,8,3,1,0,0,0,9,0,1,0,896025,950845,Up
12661,2,4,0,2,1,1,1,1,0,1,1120074,1177909,Up
27850,7,2,0,0,0,0,5,1,0,1,1875632,2018799,Up
25851,6,4,1,0,0,0,10,1,1,0,1998637,2062224,Up
15805,4,1,0,1,1,1,6,0,1,1,1190623,1298355,Up
66453,7,1,0,2,0,1,7,0,1,0,3820468,3922389,Up
57958,4,5,0,4,1,0,4,0,0,1,3409370,3504869,Up
20858,2,5,1,4,0,1,1,0,1,1,1565557,1622397,Up
3767,7,3,1,3,0,0,8,1,1,0,850089,965166,Up
39013,8,4,1,5,0,1,10,0,0,1,2856229,2937669,Up
26592,2,1,0,0,0,0,4,0,0,1,1548671,1633854,Up
11838,5,5,0,3,0,1,3,1,1,0,1143423,1289595,Up
912,1,4,0,1,0,0,7,0,0,1,422596,474985,Up
8043,7,5,0,4,1,1,2,0,0,0,1054222,1159298,Up
33996,8,5,1,0,0,0,8,1,0,1,2422327,2538626,Up
61192,6,1,0,1,1,0,6,0,1,0,3498504,3637965,Up
44925,5,1,0,5,1,1,7,0,1,0,2788407,2930492,Up
39256,6,5,0,1,0,1,5,0,0,1,2513877,2602900,Up
19388,2,2,1,0,1,0,9,0,0,1,1459470,1559499,Up
36235,1,5,0,5,0,0,5,1,0,0,2181168,2271109,Up
47795,7,5,0,1,1,0,5,0,1,1,3031962,3170955,Up
18455,7,3,0,5,0,0,3,1,0,1,1461609,1565559,Up
38341,2,3,0,0,1,1,1,0,0,1,2184541,2321500,Up
71140,2,3,0,0,1,0,2,1,1,0,3844374,3970428,Up
66010,1,2,1,5,0,0,8,1,0,0,3790127,3905490,Up
35411,8,2,0,2,1,0,1,1,1,0,2341598,2453340,Up
59531,8,5,0,3,0,1,7,0,1,1,3693975,3841871,Up
7857,1,3,0,1,0,0,5,0,1,1,634728,729943,Up
32979,8,2,0,1,0,1,3,0,0,0,2120591,2218448,Up
61976,9,1,0,2,0,1,7,1,0,0,3689309,3794785,Up
45311,4,5,0,2,0,1,9,0,1,1,2844386,2922559,Up
36708,1,4,0,2,1,1,2,0,0,1,2243099,2302494,Up
20650,1,5,0,4,1,1,8,0,1,1,1520450,1630218,Up
71680,3,4,0,4,1,1,9,0,0,1,4075962,4210705,Up
43786,5,3,0,5,0,1,3,1,1,0,2770689,2866918,Up
68950,5,4,1,4,1,0,2,1,1,1,4163459,4240098,Up
21852,9,3,1,0,1,0,7,0,0,1,1837895,1950478,Up
55569,2,1,1,5,1,1,5,0,0,0,3226765,3305689,Up
14897,2,4,1,1,1,0,5,0,0,0,1163503,1286472,Up
42055,6,5,0,3,1,0,10,1,0,1,2834311,2914415,Up
47459,9,3,1,0,0,1,5,0,1,0,3057630,3145224,Up
1228,1,5,1,1,0,0,4,1,1,1,539155,592819,Up
51017,9,2,0,1,1,1,5,1,0,1,3215325,3275853,Up
66734,9,3,1,5,0,0,4,0,0,0,4049376,4127566,Up
40454,9,4,1,2,0,1,6,0,1,0,2753655,2869688,Up
47780,5,3,0,2,1,1,4,0,0,1,2878733,2989894,Up
17279,9,5,0,0,1,0,2,1,0,0,1511217,1634394,Up
64432,4,1,0,2,0,0,9,1,0,1,3587095,3707274,Up
73436,2,3,1,1,1,1,2,0,0,1,4096746,4217338,Up
24966,6,4,1,2,0,1,9,1,1,1,2073504,2156403,Up
37439,4,2,0,4,0,1,10,0,1,0,2382417,2503396,Up
70396,6,1,0,2,1,0,6,0,0,1,4006631,4073872,Up
35770,3,2,1,1,0,0,9,1,1,1,2311006,2407217,Up
59663,6,3,0,5,0,0,9,1,0,1,3637023,3750495,Up
52434,2,5,1,0,0,0,3,1,0,0,2989103,3113351,Up
65395,2,5,0,3,1,1,1,1,0,1,3690284,3814041,Up
32807,9,4,0,2,1,1,1,0,1,1,2347354,2428700,Up
54598,7,5,1,1,1,1,3,0,1,1,3465724,3596920,Up
61421,3,1,0,3,1,1,5,0,1,0,3398572,3525696,Up
5986,1,5,0,3,0,0,3,1,1,1,691793,784013,Up
8835,8,4,0,4,1,1,9,0,1,1,1286744,1354686,Up
11630,6,3,1,3,1,1,9,1,0,0,1321664,1420831,Up
61066,7,3,0,5,1,0,3,1,0,0,3644112,3730485,Up
67203,9,5,0,1,1,0,3,1,1,1,4102270,4219413,Up
27692,5,2,0,1,0,1,5,0,1,1,1926240,1978256,Up
1562,1,3,0,2,0,0,2,1,1,1,361097,480207,Up
22045,7,5,0,2,0,1,6,1,0,0,1752495,1848804,Up
22189,5,4,0,2,1,0,7,1,1,0,1709739,1767013,Up
11674,3,5,1,5,1,0,9,1,0,1,1358681,1424429,Up
9848,9,3,1,3,0,1,6,1,0,0,1257926,1328101,Up
24214,1,4,0,3,1,0,3,1,1,1,1682946,1744772,Up
38602,1,5,1,4,1,1,5,1,0,1,2485309,2618317,Up
74960,1,1,1,5,0,0,4,1,0,0,4128481,4212610,Up
7301,3,4,0,2,0,0,5,1,1,1,834463,954472,Up
72767,6,1,1,0,1,0,8,1,0,0,4244991,4318481,Up
48636,3,2,1,4,1,0,8,1,1,0,3024775,3116210,Up
24125,8,4,1,0,1,0,6,1,0,1,1975513,2100530,Up
73092,2,1,1,3,0,1,1,0,1,0,4054795,4113315,Up
44761,9,3,1,4,0,0,8,0,1,1,2994764,3136715,Up
2042,3,3,1,4,0,1,8,1,0,0,614951,748057,Up
22177,5,2,1,1,0,0,2,1,1,1,1605100,1716977,Up
47232,8,4,1,3,1,1,4,1,0,1,3210391,3280189,Up
50843,2,4,0,3,0,0,2,0,0,1,2848520,2953158,Up
39581,6,4,0,5,0,1,4,0,1,0,2556898,2675970,Up
63356,5,2,1,4,1,1,10,0,0,1,3828366,3945675,Up
19565,9,4,1,3,1,0,7,1,1,0,1819982,1899876,Up
55193,5,3,0,4,1,0,9,1,0,0,3382502,3495465,Up
27462,2,1,1,5,0,0,8,1,0,0,1852355,1956922,Up
28795,5,3,1,5,1,1,9,1,1,0,2256189,2341515,Up
14307,4,3,0,1,1,1,8,0,0,0,1202704,1307763,Up
42848,7,1,0,4,0,0,2,1,0,1,2655963,2711042,Up
26932,6,3,0,3,0,0,7,0,0,0,1854073,1929911,Up
58354,2,2,1,3,1,1,2,0,0,1,3297716,3435056,Up
40762,5,1,1,4,0,1,2,1,0,1,2529800,2626909,Up
37580,7,3,0,4,1,0,4,0,0,0,2397160,2532371,Up
1824,7,5,0,4,1,1,1,0,0,1,730481,806075,Up
36409,5,3,1,2,0,0,5,0,0,1,2317166,2409915,Up
20370,9,2,0,3,1,0,6,0,1,0,1703303,1789595,Up
35078,4,4,1,5,0,0,9,1,0,1,2433210,2557744,Up
72624,3,3,1,3,0,1,10,1,0,0,4207217,4336450,Up
27290,4,4,0,2,0,1,8,0,1,0,1904571,2006389,Up
25789,5,5,0,4,1,1,2,1,1,0,1906271,1969700,Up
55629,6,3,1,1,0,1,1,0,1,1,3324725,3432473,Up
15985,3,1,0,4,0,0,2,1,0,1,1122067,1220874,Up
44982,2,4,0,4,1,1,7,1,1,1,2823387,2880527,Up
5248,4,5,0,2,1,0,4,1,1,1,792450,905676,Up
9935,5,1,0,3,1,0,10,1,0,0,1083492,1148393,Up
4209,4,1,1,4,1,0,5,1,0,0,735647,874462,Up
30855,3,1,1,3,0,1,7,0,1,1,2022664,2101189,Up
56271,8,1,1,0,0,0,3,1,1,0,3448907,3519398,Up
58299,4,3,1,5,0,0,10,0,0,1,3558465,3677281,Up
13616,2,3,0,3,1,1,2,0,0,0,1064492,1149472,Up
25970,2,3,0,1,1,0,7,1,0,0,1667678,1813203,Up
42844,1,5,1,5,0,1,5,0,0,0,2646422,2704500,Up
43418,4,5,1,1,1,1,1,1,0,0,2704535,2846189,Up
52724,9,5,0,4,1,1,1,0,1,0,3283861,3423382,Up
39798,7,2,1,5,0,0,9,0,0,1,2711703,2810407,Up
62129,7,5,1,3,0,1,5,1,0,1,3900365,3967362,Up
66540,7,3,0,5,1,1,1,1,0,0,3879099,4008909,Up
28516,8,3,1,4,1,1,7,1,0,1,2284591,2335459,Up
24460,1,2,0,2,1,1,9,1,0,0,1623005,1699403,Up
34091,8,2,0,1,0,0,1,0,1,0,2106558,2238136,Up
68141,4,5,1,4,0,1,10,1,0,0,4030054,4177410,Up
36895,4,4,0,2,0,0,4,0,1,0,2259928,2331174,Up
23200,4,2,1,5,0,1,3,0,0,1,1757474,1828035,Up
35120,6,1,0,5,0,0,5,0,1,0,2268537,2334791,Up
21059,7,3,1,4,1,1,7,0,1,1,1816503,1901015,Up
62142,6,1,1,3,1,0,8,0,0,0,3686363,3825895,Up
22232,1,3,1,5,1,1,2,0,0,0,1469746,1613900,Up
30854,8,3,0,3,0,0,7,1,0,1,2138675,2266070,Up
14343,7,2,0,3,0,0,1,0,0,0,1144116,1251981,Up
72226,6,2,1,3,0,0,7,0,0,0,4179929,4253509,Up
18140,6,1,0,0,1,1,8,0,1,1,1386968,1507927,Up
53028,5,3,1,2,0,0,2,1,0,1,3138835,3260979,Up
38913,6,1,1,2,0,0,9,1,0,1,2522197,2614682,Up
53138,9,4,0,5,1,0,1,0,1,0,3379533,3480154,Up
53236,9,1,1,5,0,0,6,1,0,0,3409548,3510213,Up
69366,8,5,0,3,1,1,1,0,1,1,4123619,4244031,Up
19587,9,1,1,0,0,0,3,1,0,1,1620949,1721552,Up
41930,8,5,0,3,0,0,6,0,1,0,2784229,2855267,Up
25004,8,5,1,0,1,0,3,1,0,0,1933960,2077502,Up
7614,1,5,1,3,1,1,8,1,1,1,984308,1130654,Up
11475,5,4,0,1,1,0,5,1,1,1,1212790,1277115,Up
11523,4,1,1,1,1,0,2,0,0,1,1041015,1126907,Up
21947,2,1,1,4,1,0,4,0,0,1,1545699,1597452,Up
24459,8,4,0,3,1,0,9,0,0,0,1847316,1992383,Up
66703,3,3,1,5,0,1,4,1,1,0,3908086,3976082,Up
30203,4,2,0,2,0,0,10,1,1,0,1952053,2070864,Up
9837,7,1,1,4,1,0,10,0,1,0,1200370,1324653,Up
46927,9,2,0,5,0,1,8,1,0,1,3075882,3171093,Up
62029,2,4,1,1,1,1,5,0,0,0,3516182,3629002,Up
32421,3,3,1,3,0,1,10,0,1,1,2286853,2337677,Up
33807,4,3,1,4,1,0,1,0,0,0,2217457,2281337,Up
27855,1,3,0,3,0,1,7,0,1,0,1765943,1882560,Up
5335,7,4,0,1,0,0,3,1,0,0,805613,867130,Up
20659,2,5,0,4,0,1,10,1,0,1,1595517,1667200,Up
48105,5,5,0,1,0,0,8,1,1,0,3021718,3088594,Up
38588,1,2,1,0,0,1,3,0,0,1,2237732,2344086,Up
55784,3,5,1,1,1,0,1,1,0,1,3280426,3404228,Up
57543,2,5,0,3,1,1,5,0,0,0,3260726,3387445,Up
36047,1,3,0,2,1,0,2,0,0,1,2045996,2182598,Up
28032,7,3,0,1,0,0,4,0,0,0,1853392,1981805,Up
34849,5,2,1,5,1,0,1,0,1,1,2327991,2387973,Up
45945,1,1,0,2,0,0,9,0,0,0,2513276,2637780,Up
6213,6,2,0,0,0,0,6,0,1,1,747821,824419,Up
56678,5,2,1,4,0,0,8,1,0,1,3507303,3571942,Up
49907,3,4,1,4,1,0,4,1,0,0,3039785,3159995,Up
70840,7,4,0,2,0,0,9,1,1,0,4212891,4332743,Up
51490,9,2,1,4,1,1,2,1,1,0,3411947,3471642,Up
66045,9,2,0,1,1,0,9,0,0,0,3904225,4002807,Up
58641,9,2,1,2,0,0,5,0,0,1,3640738,3721832,Up
24293,2,5,0,3,0,1,6,1,1,1,1742397,1853032,Up
57070,3,4,0,1,1,0,3,1,1,1,3323398,3395585,Up
38392,7,2,0,1,1,1,4,1,1,1,2569094,2620308,Up
1515,5,3,0,1,1,0,6,1,1,0,628167,702107,Up
62313,2,3,1,3,1,1,7,1,0,1,3664714,3759120,Up
28212,3,5,1,0,1,1,1,1,0,0,1903091,2044312,Up
8915,6,5,1,5,1,0,7,1,0,1,1291351,1384832,Up
62792,7,1,1,4,0,1,1,1,0,0,3705428,3771405,Up
24333,9,1,0,2,1,0,5,0,0,0,1809135,1903974,Up
4658,1,1,0,0,1,0,6,0,1,0,514910,622784,Up
63180,7,5,1,2,1,0,2,0,1,0,3847614,3956028,Up
20809,8,5,1,4,1,0,10,0,1,0,1950684,2026222,Up
7470,3,5,1,3,0,1,9,1,0,1,1029363,1135604,Up
72974,4,3,1,1,0,0,10,0,1,0,4203815,4327316,Up
47040,6,5,1,1,1,1,6,1,0,1,3111167,3236300,Up
20884,7,3,0,3,1,1,7,0,0,1,1630349,1740830,Up
18517,4,1,0,0,1,0,10,1,0,0,1426979,1504719,Up
9202,8,1,0,0,0,0,8,1,1,1,982473,1095801,Up
884,5,1,1,2,0,0,10,0,0,1,531954,654059,Up
904,1,2,1,3,0,0,1,0,0,1,517026,416383,Down
41443,4,2,1,0,0,1,8,1,1,0,2769469,2707588,Down
48426,3,4,1,3,0,0,4,1,0,0,3155581,3068585,Down
29689,9,4,0,4,0,1,10,1,1,0,2529050,2446873,Down
13263,8,4,0,1,1,0,8,0,0,0,1472571,1385394,Down
18884,1,2,1,1,0,0,6,0,1,1,1554638,1438512,Down
60600,6,2,0,1,0,0,9,1,0,1,3721552,3615021,Down
10360,9,4,0,3,1,0,4,0,0,1,1388982,1312863,Down
51112,7,4,1,3,0,1,2,1,1,1,3459080,3381165,Down
24074,4,5,1,2,1,1,2,0,0,1,1939451,1886743,Down
24024,1,4,1,1,0,0,5,0,1,1,1828099,1739350,Down
69672,2,5,1,2,1,1,10,0,0,0,4292950,4197961,Down
11416,5,3,1,1,1,1,9,0,1,1,1379151,1307045,Down
5309,5,2,1,2,1,0,3,0,0,1,943592,876461,Down
32701,8,4,0,2,1,0,8,1,0,1,2506958,2410405,Down
53830,6,2,0,4,1,1,4,1,0,0,3508485,3400341,Down
13956,8,2,1,2,0,1,6,0,1,1,1553045,1496492,Down
56897,2,2,0,3,0,1,10,1,1,1,3491735,3423854,Down
39265,3,3,1,2,1,1,6,1,1,0,2689343,2637964,Down
35316,6,1,1,1,1,0,3,0,1,1,2518789,2377998,Down
45606,3,4,1,2,1,0,5,1,1,0,3096557,2977251,Down
54432,6,1,1,0,0,1,3,0,0,0,3287978,3218252,Down
17600,6,1,0,5,1,0,1,1,0,1,1532713,1473625,Down
57591,2,1,1,1,1,1,7,1,0,1,3579846,3495532,Down
22449,7,2,0,0,1,1,4,1,0,0,1816231,1711190,Down
70580,2,5,1,1,1,0,7,1,0,1,4219160,4152810,Down
38244,6,2,1,3,0,1,3,1,1,1,2763368,2613769,Down
46043,1,2,1,5,1,1,5,1,0,0,3078402,2947005,Down
36687,3,1,0,5,1,0,5,1,1,0,2542979,2413470,Down
7739,2,2,1,3,0,0,2,0,0,1,886502,818733,Down
14989,7,1,1,5,1,1,10,0,1,0,1770764,1673515,Down
58517,4,5,1,3,1,1,2,0,1,1,3826759,3693897,Down
62377,8,4,0,0,0,0,4,0,1,1,3834686,3738321,Down
43625,6,1,0,4,0,1,4,1,0,1,2842598,2742413,Down
50422,4,5,0,1,0,1,4,1,0,1,3171973,3119187,Down
32549,5,4,1,3,1,0,6,1,0,0,2451141,2399521,Down
37631,9,3,0,1,1,0,2,0,0,1,2608918,2522615,Down
43444,7,1,1,0,0,0,6,0,1,0,2910245,2840656,Down
74463,9,1,0,4,0,0,7,0,1,1,4509380,4456498,Down
24785,7,3,0,0,0,0,10,1,1,1,2040652,1928404,Down
38126,1,3,1,5,1,0,3,0,1,0,2535851,2436529,Down
43308,8,1,0,1,1,1,8,1,0,1,2977511,2902987,Down
54371,4,3,1,4,0,1,2,0,1,0,3403008,3343263,Down
19698,3,2,1,5,1,0,8,1,0,0,1717758,1651897,Down
20258,7,4,0,4,0,0,5,0,1,1,1840708,1699001,Down
15754,3,4,1,5,1,1,2,1,1,1,1669826,1528091,Down
44738,8,4,1,0,1,1,7,0,1,1,3252024,3147763,Down
1752,6,2,0,3,1,1,2,0,0,1,758160,705323,Down
40264,5,3,0,1,1,0,6,1,0,0,2772556,2648421,Down
37941,4,5,1,2,0,0,10,1,1,1,2837902,2706455,Down
54182,8,3,0,2,1,1,3,0,1,1,3533428,3429048,Down
59994,8,1,1,0,1,0,9,1,1,1,3973820,3837731,Down
65715,1,4,1,1,0,0,3,0,0,1,3823502,3723671,Down
7449,9,3,0,1,1,0,3,1,0,1,1264370,1125021,Down
55893,5,5,0,0,0,1,5,0,0,0,3464912,3376657,Down
74053,4,1,0,1,0,1,7,1,1,1,4305630,4226110,Down
7441,6,2,0,3,1,0,8,0,0,0,1052662,973121,Down
26434,6,2,1,0,1,0,7,0,1,1,2168590,2052818,Down
23886,2,5,1,3,0,0,9,0,0,1,1919932,1842582,Down
62386,8,1,0,1,0,0,5,1,1,1,3900422,3806025,Down
53913,7,4,0,0,0,0,10,0,1,0,3516180,3389095,Down
57300,1,3,1,1,1,1,3,1,0,1,3549932,3436067,Down
42818,5,1,1,0,0,0,6,1,1,0,2874064,2768108,Down
70673,6,2,1,1,0,0,5,1,1,0,4285919,4208466,Down
70890,4,5,1,3,0,0,4,0,1,1,4382624,4270279,Down
52829,2,5,0,3,1,1,2,1,0,0,3197416,3134510,Down
43588,4,3,1,1,0,1,7,1,1,1,2913119,2848131,Down
40311,1,5,1,0,1,0,5,1,0,1,2701103,2623380,Down
55979,7,5,0,2,1,1,4,0,0,0,3563469,3479669,Down
20463,2,1,1,3,0,1,8,1,1,1,1729299,1640192,Down
55623,2,4,1,3,1,1,9,1,0,1,3597696,3520266,Down
73977,9,3,0,5,0,1,9,1,1,0,4647710,4565175,Down
14888,5,1,0,2,1,1,3,1,0,0,1370473,1251997,Down
6069,2,4,0,1,1,1,3,0,1,0,938218,800889,Down
70336,9,1,1,0,0,0,5,0,0,0,4274149,4146351,Down
37086,9,1,1,5,0,1,5,1,1,0,2869871,2767587,Down
12515,1,5,0,1,0,1,10,1,1,0,1271260,1165028,Down
45502,3,4,0,4,1,0,2,1,1,1,3010709,2916289,Down
6754,4,3,1,3,1,0,1,1,1,0,1040551,952841,Down
17644,7,3,0,4,0,0,8,0,0,0,1692610,1570113,Down
24714,4,4,0,3,0,0,3,0,0,1,1871350,1729315,Down
72274,2,5,0,3,1,1,1,0,1,1,4261949,4171451,Down
6590,7,2,1,4,1,1,1,0,0,0,1103235,1021952,Down
12137,6,1,1,4,1,1,2,1,1,0,1430744,1314575,Down
22915,3,5,1,1,0,1,6,1,1,1,1978499,1856141,Down
24571,6,4,1,5,1,0,6,0,0,0,2166067,2053610,Down
58743,6,1,1,5,0,1,3,0,0,0,3619816,3543848,Down
41740,5,3,1,4,1,1,4,1,1,1,3046219,2933711,Down
33934,4,2,0,1,1,0,2,1,0,0,2297770,2184550,Down
70224,1,3,1,5,0,1,2,1,1,1,4188931,4053565,Down
29232,6,4,1,1,0,1,7,1,0,0,2319891,2264153,Down
11814,2,1,0,1,0,1,1,1,0,1,1031460,978362,Down
24454,3,4,1,3,1,1,7,0,0,1,2071496,1926072,Down
57608,8,1,1,5,1,0,1,0,0,1,3738167,3614534,Down
37168,6,5,0,5,1,0,6,1,0,0,2744895,2616223,Down
23561,3,2,0,3,0,0,3,1,1,1,1772452,1684208,Down
40249,7,5,0,4,1,0,8,0,0,0,2896779,2838526,Down
17407,4,5,1,3,0,0,6,1,0,1,1651632,1547299,Down
19277,9,4,0,5,0,1,2,0,1,1,1864215,1763246,Down
52245,5,2,1,5,0,1,8,0,1,1,3504906,3364162,Down
24124,3,1,1,4,1,0,5,0,1,0,1923570,1803147,Down
23821,2,1,1,3,1,0,8,0,0,0,1873158,1778747,Down
10988,2,3,1,0,0,0,8,1,0,1,1223815,1098787,Down
23074,3,1,0,0,1,1,6,1,1,0,1748086,1662665,Down
5740,2,4,0,4,0,0,2,0,1,0,749962,698508,Down
43721,4,5,1,3,0,1,8,1,1,0,3044164,2976642,Down
10978,2,5,0,3,1,1,6,1,1,1,1249394,1160819,Down
56145,9,5,1,1,0,1,6,1,0,0,3743037,3689845,Down
19762,2,2,1,5,0,1,8,1,0,1,1707985,1602717,Down
53296,9,1,1,2,1,0,1,0,0,1,3541379,3410068,Down
4932,6,4,0,4,0,1,2,1,0,1,955300,894898,Down
64791,1,2,1,2,0,1,9,0,0,0,3830089,3701479,Down
59899,4,3,1,2,0,0,8,0,1,1,3760187,3629406,Down
50928,1,4,0,4,0,1,7,1,0,0,3184603,3098076,Down
802,6,4,0,3,0,1,7,0,1,0,866002,763821,Down
555,4,4,0,4,0,1,5,1,1,1,822146,680674,Down
9217,3,5,0,2,0,0,2,1,1,1,1052092,975090,Down
29199,3,4,1,5,1,1,6,0,0,1,2363550,2232331,Down
74186,9,1,0,5,1,1,10,1,1,0,4625988,4563528,Down
68161,6,4,1,5,0,0,3,0,0,0,4165218,4084736,Down
44747,9,5,0,3,0,0,4,0,1,1,3055717,2989270,Down
17248,5,4,0,0,1,1,10,1,0,1,1633060,1534832,Down
5121,2,3,0,4,1,1,2,1,1,0,937890,804625,Down
15534,8,3,0,5,1,0,2,1,0,0,1628551,1528425,Down
5626,5,5,0,4,1,1,8,0,1,1,1185420,1114875,Down
5622,2,1,0,5,1,0,8,1,1,0,925124,820010,Down
18530,4,1,1,3,0,1,10,0,1,0,1715466,1571726,Down
56158,9,2,0,0,1,0,6,0,1,0,3651400,3526050,Down
39138,4,5,0,0,1,1,5,1,0,0,2678800,2570999,Down
67567,4,4,0,5,1,0,8,1,0,0,4169000,4105110,Down
35174,2,5,0,3,0,0,4,1,0,0,2319195,2216713,Down
36354,6,2,1,1,0,0,4,0,1,1,2542543,2429146,Down
46771,2,5,0,4,0,0,5,1,1,0,2970665,2918925,Down
74188,7,5,0,4,0,0,1,0,1,1,4487030,4406909,Down
39018,3,2,0,2,0,1,1,1,1,1,2522857,2461639,Down
10767,3,1,0,3,0,1,2,1,1,0,1055498,933907,Down
1562,5,4,1,2,1,0,8,0,1,1,987007,848766,Down
50948,3,2,0,5,0,1,7,0,0,1,3159511,3074789,Down
6729,2,3,1,2,0,1,10,1,0,1,1088581,989150,Down
57293,9,1,0,0,1,1,9,1,0,0,3760336,3658793,Down
48415,2,3,1,4,0,1,5,1,0,1,3107328,3015328,Down
5132,2,1,1,2,1,1,2,1,0,0,903354,781379,Down
4096,8,4,0,0,1,1,7,1,0,1,1035317,954396,Down
6668,9,4,0,3,0,0,8,0,0,1,1275165,1125900,Down
8061,7,5,1,2,1,1,7,0,0,1,1444331,1305584,Down
74294,3,3,1,5,1,1,7,0,1,1,4510443,4429829,Down
27234,9,1,0,5,1,1,5,0,1,0,2266283,2155094,Down
6871,3,4,1,5,1,0,2,1,1,1,1147197,1079596,Down
26569,5,2,1,4,0,1,6,0,1,1,2153378,2010046,Down
13410,9,4,1,2,1,1,4,0,1,0,1702398,1580855,Down
73979,3,2,0,3,0,1,10,0,1,0,4287438,4216924,Down
23775,7,1,1,2,1,0,2,1,1,0,2043735,1910423,Down
72774,1,4,1,4,1,1,9,0,0,1,4479745,4362133,Down
60504,4,4,1,0,1,0,7,1,0,0,3861288,3720402,Down
63481,4,1,0,4,0,1,6,0,1,0,3789784,3723492,Down
55053,7,4,0,5,0,0,5,1,0,0,3520978,3439468,Down
48947,8,2,1,0,0,0,3,0,0,0,3143596,3065596,Down
35029,1,4,0,5,1,0,10,1,0,0,2437431,2357048,Down
17760,5,3,1,1,1,1,10,0,0,0,1642439,1580654,Down
4312,7,5,0,4,1,0,4,1,0,1,1075268,984358,Down
28524,4,2,0,4,1,0,3,1,1,0,2059432,1970404,Down
59156,4,3,1,3,0,0,8,0,0,1,3672583,3597728,Down
27785,4,1,0,2,1,0,3,1,1,0,1967140,1892859,Down
2105,6,2,0,0,0,1,7,1,1,0,750643,695802,Down
71658,7,5,0,0,1,1,7,0,1,0,4440440,4293236,Down
72803,2,5,1,3,0,1,7,0,0,1,4397342,4287187,Down
27639,5,1,0,3,0,1,7,1,1,0,2025074,1948156,Down
56638,4,1,0,2,1,0,2,0,1,0,3368044,3261731,Down
14418,3,2,1,5,1,1,10,0,1,0,1526906,1459463,Down
27946,7,4,0,2,0,0,3,0,1,0,2067911,1985661,Down
13546,6,1,0,4,1,1,10,1,0,1,1465557,1413635,Down
25318,7,4,0,5,1,1,9,1,1,1,2287345,2205369,Down
4824,5,3,0,1,0,1,3,1,1,1,864007,802016,Down
9611,6,5,0,2,0,0,2,1,1,1,1209913,1106169,Down
38610,5,4,1,3,0,1,9,1,1,1,2890712,2817979,Down
16889,7,5,1,5,0,1,10,1,0,0,1823742,1771269,Down
41927,2,4,0,2,1,1,9,1,1,0,2746199,2688091,Down
29246,5,3,0,0,0,0,4,0,1,0,1984813,1906098,Down
617,6,1,0,1,0,1,9,1,1,1,743203,660993,Down
13734,6,3,1,4,0,1,3,1,1,0,1533712,1446395,Down
53941,5,1,1,0,1,0,7,0,1,1,3440313,3324797,Down
1346,7,1,0,0,0,0,7,0,1,0,749849,666487,Down
11454,8,5,0,1,1,1,8,0,0,1,1463486,1358882,Down
47014,7,3,1,4,0,1,10,1,1,0,3270004,3215115,Down
6969,5,4,0,3,0,1,4,0,0,0,1019092,879535,Down
30605,1,3,1,5,1,0,3,1,0,0,2184006,2060258,Down
42601,5,5,1,4,0,0,3,1,1,0,2999659,2917688,Down
64823,2,1,0,2,0,0,5,1,0,1,3700153,3599602,Down
58567,5,5,1,0,1,1,1,0,1,0,3675626,3622425,Down
49876,5,2,0,2,0,0,10,0,0,0,3141802,3001920,Down
46087,2,2,0,3,0,1,3,1,1,0,2856693,2768735,Down
37476,5,4,0,2,0,0,6,1,0,1,2641407,2512156,Down
68084,4,5,0,4,0,0,3,1,0,0,4003051,3947370,Down
43033,1,4,0,2,1,0,5,0,1,0,2674779,2577909,Down
2328,3,4,0,3,0,1,9,1,0,0,825755,693499,Down
2417,1,2,1,3,1,1,2,0,0,0,667702,550499,Down
21118,5,4,1,3,0,1,2,1,0,0,1859843,1781691,Down
32754,4,2,1,4,1,1,6,0,0,1,2442019,2341958,Down
47862,7,1,1,3,0,0,6,1,0,1,3216756,3109137,Down
20628,5,5,0,0,1,1,8,0,1,1,1811440,1703205,Down
59883,4,4,1,3,0,0,2,0,0,0,3681037,3557297,Down
66045,2,2,1,2,1,1,9,0,0,1,4034420,3946530,Down
10365,4,3,1,5,1,1,2,0,1,0,1349376,1209303,Down
2719,2,4,0,2,0,0,1,0,1,0,685192,573791,Down
40309,8,1,1,5,1,0,10,0,1,0,3003060,2941843,Down
5787,3,1,0,2,0,1,2,1,0,0,803916,705565,Down
34887,9,3,1,4,0,1,7,1,0,1,2803456,2719715,Down
9012,4,2,0,2,0,0,8,1,0,1,1027239,956585,Down
1842,6,4,0,4,0,0,5,1,0,1,927237,815923,Down
63576,5,2,1,4,0,0,6,0,1,0,3857599,3806191,Down
19716,1,1,0,3,1,0,1,1,1,1,1428564,1335661,Down
27114,9,2,0,0,0,0,6,0,0,1,2138490,2004282,Down
36758,1,1,1,5,0,1,8,0,0,0,2411046,2359828,Down
42578,8,2,1,3,0,1,3,0,0,1,2953836,2853264,Down
12719,9,3,1,3,0,1,1,1,0,0,1572147,1463349,Down
735,9,5,0,4,0,1,4,0,1,1,1003890,923785,Down
43429,1,3,0,4,0,0,1,1,1,1,2759414,2639780,Down
67944,2,3,0,5,1,0,8,1,0,1,4110186,3995123,Down
9067,1,5,1,2,1,0,5,1,1,0,1098888,1041269,Down
71292,2,5,0,2,0,1,1,1,0,1,4112435,4050496,Down
65941,8,4,0,3,1,0,8,1,0,1,4236094,4167868,Down
74198,5,4,0,1,0,0,9,0,1,1,4417618,4342296,Down
